,experience_level,employment_type,salary_in_usd,company_location_fact,employee_residence_fact,job_title_fact
12371,1,1,6000.0,1,1,4
12372,1,1,2400.0,1,1,4
12373,1,1,3600.0,1,1,4
12374,1,1,7200.0,1,1,4
12375,1,1,1584.0,1,1,4
12376,1,1,4800.0,1,1,4
12377,1,1,4176.0,1,1,4
12378,2,2,1296.0,1,1,4
12379,1,1,4800.0,1,1,4
12380,2,2,11520.0,1,1,4
12381,1,1,6000.0,1,1,4
12382,1,1,2400.0,1,1,4
12383,1,1,6000.0,1,1,4
12384,1,1,4800.0,1,1,4
12385,1,1,8208.0,1,1,4
12386,2,2,1008.0,1,1,4
12387,2,2,1440.0,1,1,4
12388,1,1,12000.0,1,1,4
12389,1,1,7200.0,1,1,4
12390,1,1,7200.0,1,1,4
12391,1,1,9600.0,1,1,4
12392,1,1,3600.0,1,1,4
12393,1,1,2880.0,1,1,4
12394,3,3,4800.0,1,1,4
12395,1,1,4800.0,1,1,4
12396,1,1,3024.0,1,1,4
12397,1,1,3600.0,1,1,4
12398,1,1,1440.0,1,1,4
12399,1,1,9072.0,1,1,4
12400,2,2,1008.0,1,1,4
12401,1,1,2448.0,1,1,4
12402,1,1,4800.0,1,1,4
12403,1,1,6000.0,1,1,4
12404,1,1,4752.0,1,1,4
12405,1,1,6768.0,1,1,4
12406,1,1,18000.0,1,1,4
12407,1,1,3600.0,1,1,4
12408,1,1,760.32,1,1,4
12409,1,1,2160.0,1,1,4
12410,2,2,2016.0,1,1,4
12411,1,1,4800.0,1,1,4
12412,2,2,1440.0,1,1,4
12413,1,1,3456.0,1,1,4
12414,1,1,6000.0,1,1,4
12415,3,3,7200.0,1,1,4
12416,1,1,7200.0,1,1,4
12417,1,1,2016.0,1,1,4
12418,1,1,3600.0,1,1,4
12419,1,1,9600.0,1,1,4
12420,1,1,7200.0,1,1,4
12421,3,3,720.0,1,1,4
12422,1,1,4032.0,1,1,4
12423,1,1,4800.0,1,1,4
12424,1,1,7200.0,1,1,4
12425,1,1,2400.0,1,1,4
12426,1,1,15600.0,1,1,4
12427,1,1,4800.0,1,1,4
12428,2,2,1728.0,1,1,4
12429,1,1,9600.0,1,1,4
12430,1,1,2400.0,1,1,4
12431,1,1,1200.0,1,1,4
12432,1,1,1728.0,1,1,4
12433,1,1,2400.0,1,1,4
12434,1,1,1440.0,1,1,4
12435,1,1,13200.0,1,1,4
12436,1,1,19200.0,1,1,4
12437,1,1,4800.0,1,1,4
12438,1,1,4800.0,1,1,4
12439,2,2,2400.0,1,1,4
12440,1,1,7200.0,1,1,4
12441,1,1,7200.0,1,1,4
12442,1,1,4800.0,1,1,4
12443,1,1,4800.0,1,1,4
12444,1,1,2400.0,1,1,4
12445,1,1,4752.0,1,1,4
12446,1,1,3456.0,1,1,4
12447,1,1,6336.0,1,1,4
12448,4,4,4752.0,1,1,4
12449,4,4,2160.0,1,1,4
12450,4,4,2736.0,1,1,4
12451,1,1,4800.0,1,1,4
12452,1,1,8400.0,1,1,4
12453,1,1,3456.0,1,1,4
12454,1,1,2016.0,1,1,4
12455,1,1,2880.0,1,1,4
12456,1,1,3456.0,1,1,4
12457,1,1,2400.0,1,1,4
12458,1,1,2880.0,1,1,4
12459,1,1,19200.0,1,1,4
12460,1,1,3600.0,1,1,4
12461,1,1,4800.0,1,1,4
12462,1,1,14876.928,1,1,4
12463,1,1,2736.0,1,1,4
12464,1,1,4800.0,1,1,4
12465,1,1,9600.0,1,1,4
12466,1,1,2592.0,1,1,4
12467,1,1,8400.0,1,1,4
12468,1,1,4800.0,1,1,4
12469,1,1,11232.0,1,1,4
12470,1,1,1872.0,1,1,4
12471,1,1,2160.0,1,1,4
12472,1,1,2736.0,1,1,4
12473,2,2,557.568,1,1,4
12474,1,1,3600.0,1,1,4
12475,1,1,6000.0,1,1,4
12476,3,3,10080.0,1,1,4
12477,1,1,14400.0,1,1,4
12478,1,1,14400.0,1,1,4
12479,1,1,20400.0,1,1,4
12480,2,2,2400.0,1,1,4
12481,3,3,39600.0,1,1,4
12482,1,1,11952.0,1,1,4
12483,1,1,7488.0,1,1,4
12484,2,2,11952.0,1,1,4
12485,1,1,11520.0,1,1,4
12486,1,1,1200.0,1,1,4
12487,1,1,13104.0,1,1,4
12488,1,1,9600.0,1,1,4
12489,1,1,8400.0,1,1,4
12490,1,1,12000.0,1,1,4
12491,1,1,9600.0,1,1,4
12492,1,1,4800.0,1,1,4
12493,1,1,9600.0,1,1,4
12494,1,1,12000.0,1,1,4
12495,1,1,12000.0,1,1,4
12496,1,1,12000.0,1,1,4
12497,1,1,4800.0,1,1,4
12498,1,1,8400.0,1,1,4
12499,1,1,12000.0,1,1,4
12500,1,1,1200.0,1,1,4
12501,1,1,2400.0,1,1,4
12502,1,1,3600.0,1,1,4
12503,1,1,9600.0,1,1,4
12504,1,1,2400.0,1,1,4
12505,1,1,4800.0,1,1,4
12506,1,1,9600.0,1,1,4
12507,1,1,2400.0,1,1,4
12508,1,1,12000.0,1,1,4
12509,1,1,1200.0,1,1,4
12510,1,1,1200.0,1,1,4
12511,1,1,10800.0,1,1,4
12512,1,1,8400.0,1,1,4
12513,1,1,12000.0,1,1,4
12514,1,1,7200.0,1,1,4
12515,1,1,2400.0,1,1,4
12516,1,1,6000.0,1,1,4
12517,1,1,12000.0,1,1,4
12518,1,1,10800.0,1,1,4
12519,1,1,4800.0,1,1,4
12520,1,1,2400.0,1,1,4
12521,1,1,3600.0,1,1,4
12522,1,1,1200.0,1,1,4
12523,1,1,10800.0,1,1,4
12524,1,1,10800.0,1,1,4
12525,1,1,2400.0,1,1,4
12526,1,1,9600.0,1,1,4
12527,1,1,9600.0,1,1,4
12528,1,1,12000.0,1,1,4
12529,1,1,12000.0,1,1,4
12530,1,1,12000.0,1,1,4
12531,1,1,12000.0,1,1,4
12532,1,1,12000.0,1,1,4
12533,1,1,12000.0,1,1,4
12534,2,2,12000.0,1,1,4
12535,1,1,12000.0,1,1,4
12536,1,1,12000.0,1,1,4
12537,1,1,12000.0,1,1,4
12538,3,3,12000.0,1,1,4
12539,1,1,12000.0,1,1,4
12540,1,1,12000.0,1,1,4
12541,1,1,12000.0,1,1,4
12542,1,1,12000.0,1,1,4
12543,1,1,12000.0,1,1,4
12544,1,1,12000.0,1,1,4
12545,2,2,12000.0,1,1,4
12546,1,1,12000.0,1,1,4
12547,1,1,12000.0,1,1,4
12548,1,1,12000.0,1,1,4
12549,1,1,12000.0,1,1,4
12550,1,1,12000.0,1,1,4
12551,1,1,12000.0,1,1,4
12552,1,1,12000.0,1,1,4
12553,1,1,12000.0,1,1,4
12554,1,1,12000.0,1,1,4
12555,1,1,12000.0,1,1,4
12556,1,1,12000.0,1,1,4
12557,1,1,12000.0,1,1,4
12558,1,1,12000.0,1,1,4
12559,1,1,12000.0,1,1,4
12560,1,1,12000.0,1,1,4
12561,1,1,12000.0,1,1,4
12562,1,1,12000.0,1,1,4
12563,1,1,12000.0,1,1,4
12564,1,1,12000.0,1,1,4
12565,1,1,12000.0,1,1,4
12566,1,1,12000.0,1,1,4
12567,1,1,12000.0,1,1,4
12568,1,1,12000.0,1,1,4
12569,1,1,12000.0,1,1,4
12570,1,1,12000.0,1,1,4
12571,1,1,12000.0,1,1,4
12572,1,1,12000.0,1,1,4
12573,1,1,12000.0,1,1,4
12574,1,1,12000.0,1,1,4
12575,1,1,12000.0,1,1,4
12576,1,1,12000.0,1,1,4
12577,1,1,12000.0,1,1,4
12578,1,1,12000.0,1,1,4
12579,1,1,12000.0,1,1,4
12580,1,1,12000.0,1,1,4
12581,1,1,12000.0,1,1,4
12582,1,1,12000.0,1,1,4
12583,1,1,12000.0,1,1,4
12584,1,1,12000.0,1,1,4
12585,1,1,12000.0,1,1,4
12586,1,1,12000.0,1,1,4
12587,1,1,12000.0,1,1,4
12588,1,1,12000.0,1,1,4
12589,1,1,12000.0,1,1,4
12590,1,1,12000.0,1,1,4
12591,1,1,12000.0,1,1,4
12592,2,2,1440.0,1,1,4
12593,2,2,1440.0,1,1,4
12594,2,2,1440.0,1,1,4
12595,1,1,1440.0,1,1,4
12596,2,2,1440.0,1,1,4
12597,1,1,1440.0,1,1,4
12598,2,2,1440.0,1,1,4
12599,2,2,1440.0,1,1,4
12600,2,2,1440.0,1,1,4
12601,1,1,1440.0,1,1,4
12602,2,2,1440.0,1,1,4
12603,2,2,1440.0,1,1,4
12604,2,2,1440.0,1,1,4
12605,2,2,1440.0,1,1,4
12606,2,2,1440.0,1,1,4
12607,1,1,12000.0,1,1,4
12608,1,1,1200.0,1,1,4
12609,1,1,12000.0,1,1,4
12610,1,1,7200.0,1,1,4
12611,1,1,1200.0,1,1,4
12612,1,1,10800.0,1,1,4
12613,1,1,13200.0,1,1,4
12614,1,1,12000.0,1,1,4
12615,1,1,12000.0,1,1,4
12616,1,1,10800.0,1,1,4
12617,1,1,12000.0,1,1,4
12618,1,1,12000.0,1,1,4
12619,1,1,9600.0,1,1,4
12620,1,1,13200.0,1,1,4
12621,1,1,10800.0,1,1,4
12622,1,1,12000.0,1,1,4
12623,1,1,8400.0,1,1,4
12624,1,1,10800.0,1,1,4
12625,1,1,45600.0,1,1,4
12626,1,1,12000.0,1,1,4
12627,1,1,8400.0,1,1,4
12628,1,1,12000.0,1,1,4
12629,1,1,13200.0,1,1,4
12630,1,1,2400.0,1,1,4
12631,1,1,12000.0,1,1,4
12632,1,1,8400.0,1,1,4
12633,1,1,4800.0,1,1,4
12634,1,1,13200.0,1,1,4
12635,1,1,2400.0,1,1,4
12636,1,1,13200.0,1,1,4
12637,1,1,9600.0,1,1,4
12638,1,1,10800.0,1,1,4
12639,2,2,13200.0,1,1,4
12640,1,1,13200.0,1,1,4
12641,1,1,13200.0,1,1,4
12642,1,1,13200.0,1,1,4
12643,1,1,13200.0,1,1,4
12644,1,1,13200.0,1,1,4
12645,2,2,13200.0,1,1,4
12646,1,1,13200.0,1,1,4
12647,1,1,13200.0,1,1,4
12648,1,1,13200.0,1,1,4
12649,1,1,13200.0,1,1,4
12650,1,1,13200.0,1,1,4
12651,1,1,13200.0,1,1,4
12652,1,1,13200.0,1,1,4
12653,1,1,13200.0,1,1,4
12654,1,1,13200.0,1,1,4
12655,1,1,13200.0,1,1,4
12656,1,1,13200.0,1,1,4
12657,1,1,13200.0,1,1,4
12658,1,1,13200.0,1,1,4
12659,1,1,13200.0,1,1,4
12660,1,1,13200.0,1,1,4
12661,1,1,13200.0,1,1,4
12662,1,1,13200.0,1,1,4
12663,1,1,13200.0,1,1,4
12664,1,1,13200.0,1,1,4
12665,1,1,13200.0,1,1,4
12666,1,1,13200.0,1,1,4
12667,1,1,13200.0,1,1,4
12668,1,1,13200.0,1,1,4
12669,1,1,13200.0,1,1,4
12670,1,1,13200.0,1,1,4
12671,1,1,13200.0,1,1,4
12672,1,1,13200.0,1,1,4
12673,1,1,13200.0,1,1,4
12674,1,1,13200.0,1,1,4
12675,1,1,13200.0,1,1,4
12676,1,1,13200.0,1,1,4
12677,1,1,13200.0,1,1,4
12678,1,1,13200.0,1,1,4
12679,1,1,13200.0,1,1,4
12680,1,1,13200.0,1,1,4
12681,1,1,13200.0,1,1,4
12682,1,1,13200.0,1,1,4
12683,1,1,13200.0,1,1,4
12684,1,1,13200.0,1,1,4
12685,1,1,13200.0,1,1,4
12686,1,1,1584.0,1,1,4
12687,3,3,1584.0,1,1,4
12688,1,1,1584.0,1,1,4
12689,1,1,10800.0,1,1,4
12690,1,1,14400.0,1,1,4
12691,1,1,7200.0,1,1,4
12692,1,1,13200.0,1,1,4
12693,1,1,14400.0,1,1,4
12694,1,1,10800.0,1,1,4
12695,1,1,4800.0,1,1,4
12696,1,1,4800.0,1,1,4
12697,1,1,13200.0,1,1,4
12698,1,1,1200.0,1,1,4
12699,1,1,12000.0,1,1,4
12700,1,1,12000.0,1,1,4
12701,1,1,12000.0,1,1,4
12702,1,1,6000.0,1,1,4
12703,2,2,6000.0,1,1,4
12704,1,1,1200.0,1,1,4
12705,1,1,21600.0,1,1,4
12706,1,1,13200.0,1,1,4
12707,1,1,4800.0,1,1,4
12708,1,1,13200.0,1,1,4
12709,1,1,12000.0,1,1,4
12710,1,1,12000.0,1,1,4
12711,1,1,6000.0,1,1,4
12712,1,1,6000.0,1,1,4
12713,1,1,6000.0,1,1,4
12714,1,1,9600.0,1,1,4
12715,1,1,12000.0,1,1,4
12716,1,1,14400.0,1,1,4
12717,1,1,3600.0,1,1,4
12718,1,1,14400.0,1,1,4
12719,1,1,7200.0,1,1,4
12720,1,1,13200.0,1,1,4
12721,1,1,7200.0,1,1,4
12722,1,1,13200.0,1,1,4
12723,1,1,13200.0,1,1,4
12724,1,1,13200.0,1,1,4
12725,1,1,12000.0,1,1,4
12726,1,1,10800.0,1,1,4
12727,1,1,14400.0,1,1,4
12728,1,1,14400.0,1,1,4
12729,1,1,7200.0,1,1,4
12730,1,1,14400.0,1,1,4
12731,1,1,7200.0,1,1,4
12732,1,1,15600.0,1,1,4
12733,1,1,14400.0,1,1,4
12734,1,1,12000.0,1,1,4
12735,1,1,15600.0,1,1,4
12736,1,1,14400.0,1,1,4
12737,1,1,14400.0,1,1,4
12738,1,1,10800.0,1,1,4
12739,1,1,14400.0,1,1,4
12740,1,1,14400.0,1,1,4
12741,1,1,14400.0,1,1,4
12742,1,1,14400.0,1,1,4
12743,1,1,14400.0,1,1,4
12744,3,3,14400.0,1,1,4
12745,2,2,14400.0,1,1,4
12746,1,1,14400.0,1,1,4
12747,1,1,14400.0,1,1,4
12748,1,1,14400.0,1,1,4
12749,1,1,14400.0,1,1,4
12750,1,1,14400.0,1,1,4
12751,1,1,14400.0,1,1,4
12752,1,1,14400.0,1,1,4
12753,2,2,14400.0,1,1,4
12754,1,1,14400.0,1,1,4
12755,1,1,14400.0,1,1,4
12756,1,1,14400.0,1,1,4
12757,1,1,14400.0,1,1,4
12758,1,1,14400.0,1,1,4
12759,1,1,14400.0,1,1,4
12760,1,1,14400.0,1,1,4
12761,2,2,14400.0,1,1,4
12762,1,1,14400.0,1,1,4
12763,1,1,14400.0,1,1,4
12764,1,1,14400.0,1,1,4
12765,1,1,14400.0,1,1,4
12766,1,1,14400.0,1,1,4
12767,1,1,14400.0,1,1,4
12768,1,1,14400.0,1,1,4
12769,1,1,14400.0,1,1,4
12770,1,1,14400.0,1,1,4
12771,1,1,14400.0,1,1,4
12772,1,1,14400.0,1,1,4
12773,1,1,14400.0,1,1,4
12774,1,1,14400.0,1,1,4
12775,1,1,14400.0,1,1,4
12776,1,1,14400.0,1,1,4
12777,1,1,14400.0,1,1,4
12778,1,1,14400.0,1,1,4
12779,1,1,14400.0,1,1,4
12780,1,1,14400.0,1,1,4
12781,1,1,14400.0,1,1,4
12782,1,1,14400.0,1,1,4
12783,1,1,14400.0,1,1,4
12784,1,1,14400.0,1,1,4
12785,1,1,14400.0,1,1,4
12786,1,1,14400.0,1,1,4
12787,1,1,14400.0,1,1,4
12788,1,1,14400.0,1,1,4
12789,1,1,1728.0,1,1,4
12790,2,2,1728.0,1,1,4
12791,2,2,1728.0,1,1,4
12792,2,2,1728.0,1,1,4
12793,2,2,1728.0,1,1,4
12794,1,1,1728.0,1,1,4
12795,1,1,1728.0,1,1,4
12796,1,1,2400.0,1,1,4
12797,1,1,15600.0,1,1,4
12798,1,1,15600.0,1,1,4
12799,1,1,12000.0,1,1,4
12800,1,1,6000.0,1,1,4
12801,1,1,14400.0,1,1,4
12802,3,3,6000.0,1,1,4
12803,1,1,12000.0,1,1,4
12804,1,1,9600.0,1,1,4
12805,1,1,13200.0,1,1,4
12806,1,1,15600.0,1,1,4
12807,1,1,1200.0,1,1,4
12808,1,1,31200.0,1,1,4
12809,1,1,14400.0,1,1,4
12810,1,1,4800.0,1,1,4
12811,1,1,2400.0,1,1,4
12812,1,1,10800.0,1,1,4
12813,1,1,2400.0,1,1,4
12814,1,1,8400.0,1,1,4
12815,1,1,12000.0,1,1,4
12816,1,1,8400.0,1,1,4
12817,1,1,10800.0,1,1,4
12818,1,1,12000.0,1,1,4
12819,1,1,14400.0,1,1,4
12820,1,1,1200.0,1,1,4
12821,1,1,7200.0,1,1,4
12822,1,1,12000.0,1,1,4
12823,1,1,12000.0,1,1,4
12824,1,1,14400.0,1,1,4
12825,1,1,12000.0,1,1,4
12826,1,1,15600.0,1,1,4
12827,1,1,12000.0,1,1,4
12828,1,1,1200.0,1,1,4
12829,1,1,15600.0,1,1,4
12830,1,1,15600.0,1,1,4
12831,1,1,15600.0,1,1,4
12832,1,1,15600.0,1,1,4
12833,1,1,15600.0,1,1,4
12834,1,1,15600.0,1,1,4
12835,1,1,15600.0,1,1,4
12836,1,1,15600.0,1,1,4
12837,1,1,15600.0,1,1,4
12838,1,1,15600.0,1,1,4
12839,1,1,15600.0,1,1,4
12840,1,1,15600.0,1,1,4
12841,1,1,15600.0,1,1,4
12842,1,1,15600.0,1,1,4
12843,1,1,15600.0,1,1,4
12844,1,1,15600.0,1,1,4
12845,1,1,15600.0,1,1,4
12846,1,1,15600.0,1,1,4
12847,1,1,15600.0,1,1,4
12848,1,1,15600.0,1,1,4
12849,1,1,15600.0,1,1,4
12850,1,1,15600.0,1,1,4
12851,1,1,15600.0,1,1,4
12852,2,2,15600.0,1,1,4
12853,1,1,15600.0,1,1,4
12854,1,1,15600.0,1,1,4
12855,1,1,15600.0,1,1,4
12856,1,1,15600.0,1,1,4
12857,1,1,15600.0,1,1,4
12858,1,1,15600.0,1,1,4
12859,2,2,15600.0,1,1,4
12860,1,1,15600.0,1,1,4
12861,1,1,15600.0,1,1,4
12862,1,1,15600.0,1,1,4
12863,1,1,15600.0,1,1,4
12864,1,1,15600.0,1,1,4
12865,1,1,15600.0,1,1,4
12866,1,1,15600.0,1,1,4
12867,1,1,15600.0,1,1,4
12868,1,1,15600.0,1,1,4
12869,1,1,15600.0,1,1,4
12870,1,1,1872.0,1,1,4
12871,2,2,1872.0,1,1,4
12872,1,1,1872.0,1,1,4
12873,1,1,1872.0,1,1,4
12874,1,1,14400.0,1,1,4
12875,1,1,14400.0,1,1,4
12876,1,1,9600.0,1,1,4
12877,1,1,10800.0,1,1,4
12878,1,1,2400.0,1,1,4
12879,1,1,9600.0,1,1,4
12880,1,1,12000.0,1,1,4
12881,1,1,4800.0,1,1,4
12882,1,1,15600.0,1,1,4
12883,1,1,8400.0,1,1,4
12884,1,1,15600.0,1,1,4
12885,1,1,6000.0,1,1,4
12886,1,1,2400.0,1,1,4
12887,1,1,16800.0,1,1,4
12888,1,1,15600.0,1,1,4
12889,1,1,9600.0,1,1,4
12890,1,1,12000.0,1,1,4
12891,1,1,15600.0,1,1,4
12892,1,1,1200.0,1,1,4
12893,1,1,13200.0,1,1,4
12894,1,1,7200.0,1,1,4
12895,1,1,15600.0,1,1,4
12896,1,1,27600.0,1,1,4
12897,1,1,14400.0,1,1,4
12898,1,1,13200.0,1,1,4
12899,1,1,1200.0,1,1,4
12900,1,1,18000.0,1,1,4
12901,1,1,14256.0,1,1,4
12902,1,1,15600.0,1,1,4
12903,1,1,10800.0,1,1,4
12904,1,1,15600.0,1,1,4
12905,1,1,7200.0,1,1,4
12906,1,1,1200.0,1,1,4
12907,1,1,12000.0,1,1,4
12908,1,1,8400.0,1,1,4
12909,1,1,13200.0,1,1,4
12910,1,1,15600.0,1,1,4
12911,1,1,14400.0,1,1,4
12912,1,1,10800.0,1,1,4
12913,1,1,16800.0,1,1,4
12914,1,1,16800.0,1,1,4
12915,1,1,16800.0,1,1,4
12916,1,1,16800.0,1,1,4
12917,1,1,16800.0,1,1,4
12918,1,1,16800.0,1,1,4
12919,1,1,16800.0,1,1,4
12920,1,1,16800.0,1,1,4
12921,1,1,16800.0,1,1,4
12922,1,1,16800.0,1,1,4
12923,1,1,16800.0,1,1,4
12924,1,1,16800.0,1,1,4
12925,1,1,16800.0,1,1,4
12926,1,1,16800.0,1,1,4
12927,1,1,16800.0,1,1,4
12928,1,1,16800.0,1,1,4
12929,1,1,16800.0,1,1,4
12930,1,1,16800.0,1,1,4
12931,1,1,16800.0,1,1,4
12932,1,1,16800.0,1,1,4
12933,1,1,16800.0,1,1,4
12934,1,1,16800.0,1,1,4
12935,1,1,16800.0,1,1,4
12936,1,1,16800.0,1,1,4
12937,1,1,2016.0,1,1,4
12938,1,1,2016.0,1,1,4
12939,2,2,2016.0,1,1,4
12940,2,2,2016.0,1,1,4
12941,2,2,2016.0,1,1,4
12942,1,1,12000.0,1,1,4
12943,1,1,8400.0,1,1,4
12944,1,1,18000.0,1,1,4
12945,1,1,13200.0,1,1,4
12946,1,1,14400.0,1,1,4
12947,1,1,2400.0,1,1,4
12948,1,1,16800.0,1,1,4
12949,1,1,68400.0,1,1,4
12950,1,1,14400.0,1,1,4
12951,1,1,7200.0,1,1,4
12952,1,1,12000.0,1,1,4
12953,2,2,2160.0,1,1,4
12954,1,1,2400.0,1,1,4
12955,1,1,18000.0,1,1,4
12956,1,1,16800.0,1,1,4
12957,1,1,1200.0,1,1,4
12958,1,1,7200.0,1,1,4
12959,1,1,14400.0,1,1,4
12960,1,1,12000.0,1,1,4
12961,1,1,15600.0,1,1,4
12962,1,1,8400.0,1,1,4
12963,1,1,10800.0,1,1,4
12964,1,1,16800.0,1,1,4
12965,1,1,15600.0,1,1,4
12966,1,1,16800.0,1,1,4
12967,1,1,2400.0,1,1,4
12968,1,1,9600.0,1,1,4
12969,1,1,1200.0,1,1,4
12970,1,1,7200.0,1,1,4
12971,1,1,14400.0,1,1,4
12972,1,1,18000.0,1,1,4
12973,1,1,16800.0,1,1,4
12974,1,1,2400.0,1,1,4
12975,1,1,4800.0,1,1,4
12976,1,1,15600.0,1,1,4
12977,1,1,18000.0,1,1,4
12978,1,1,18000.0,1,1,4
12979,1,1,18000.0,1,1,4
12980,1,1,18000.0,1,1,4
12981,1,1,18000.0,1,1,4
12982,1,1,18000.0,1,1,4
12983,1,1,18000.0,1,1,4
12984,1,1,18000.0,1,1,4
12985,1,1,18000.0,1,1,4
12986,1,1,18000.0,1,1,4
12987,1,1,18000.0,1,1,4
12988,1,1,18000.0,1,1,4
12989,1,1,18000.0,1,1,4
12990,1,1,18000.0,1,1,4
12991,1,1,18000.0,1,1,4
12992,1,1,18000.0,1,1,4
12993,1,1,18000.0,1,1,4
12994,1,1,18000.0,1,1,4
12995,1,1,18000.0,1,1,4
12996,1,1,18000.0,1,1,4
12997,1,1,18000.0,1,1,4
12998,1,1,18000.0,1,1,4
12999,1,1,18000.0,1,1,4
13000,1,1,18000.0,1,1,4
13001,1,1,18000.0,1,1,4
13002,1,1,18000.0,1,1,4
13003,1,1,18000.0,1,1,4
13004,3,3,18000.0,1,1,4
13005,2,2,2160.0,1,1,4
13006,1,1,2160.0,1,1,4
13007,1,1,2160.0,1,1,4
13008,2,2,2160.0,1,1,4
13009,2,2,2160.0,1,1,4
13010,1,1,2160.0,1,1,4
13011,2,2,2160.0,1,1,4
13012,1,1,2160.0,1,1,4
13013,1,1,2160.0,1,1,4
13014,2,2,2160.0,1,1,4
13015,1,1,2160.0,1,1,4
13016,1,1,2160.0,1,1,4
13017,2,2,2160.0,1,1,4
13018,1,1,2160.0,1,1,4
13019,2,2,2160.0,1,1,4
13020,2,2,2160.0,1,1,4
13021,2,2,2160.0,1,1,4
13022,2,2,2160.0,1,1,4
13023,2,2,2160.0,1,1,4
13024,1,1,14400.0,1,1,4
13025,1,1,4800.0,1,1,4
13026,1,1,6000.0,1,1,4
13027,1,1,8400.0,1,1,4
13028,1,1,19200.0,1,1,4
13029,1,1,2400.0,1,1,4
13030,1,1,15600.0,1,1,4
13031,1,1,4800.0,1,1,4
13032,1,1,16800.0,1,1,4
13033,1,1,16800.0,1,1,4
13034,1,1,12000.0,1,1,4
13035,1,1,9600.0,1,1,4
13036,1,1,16800.0,1,1,4
13037,1,1,39600.0,1,1,4
13038,1,1,9600.0,1,1,4
13039,1,1,13200.0,1,1,4
13040,1,1,8400.0,1,1,4
13041,2,2,7200.0,1,1,4
13042,1,1,19200.0,1,1,4
13043,1,1,1200.0,1,1,4
13044,1,1,18000.0,1,1,4
13045,1,1,10800.0,1,1,4
13046,1,1,13200.0,1,1,4
13047,1,1,2400.0,1,1,4
13048,1,1,6000.0,1,1,4
13049,1,1,3600.0,1,1,4
13050,1,1,19200.0,1,1,4
13051,2,2,19200.0,1,1,4
13052,1,1,19200.0,1,1,4
13053,1,1,19200.0,1,1,4
13054,1,1,19200.0,1,1,4
13055,1,1,19200.0,1,1,4
13056,1,1,19200.0,1,1,4
13057,1,1,19200.0,1,1,4
13058,1,1,19200.0,1,1,4
13059,1,1,19200.0,1,1,4
13060,1,1,19200.0,1,1,4
13061,3,3,19200.0,1,1,4
13062,1,1,19200.0,1,1,4
13063,1,1,19200.0,1,1,4
13064,1,1,19200.0,1,1,4
13065,1,1,19200.0,1,1,4
13066,1,1,19200.0,1,1,4
13067,1,1,19200.0,1,1,4
13068,1,1,19200.0,1,1,4
13069,1,1,19200.0,1,1,4
13070,1,1,19200.0,1,1,4
13071,1,1,19200.0,1,1,4
13072,1,1,19200.0,1,1,4
13073,1,1,19200.0,1,1,4
13074,1,1,19200.0,1,1,4
13075,1,1,19200.0,1,1,4
13076,1,1,19200.0,1,1,4
13077,1,1,19200.0,1,1,4
13078,1,1,19200.0,1,1,4
13079,1,1,19200.0,1,1,4
13080,1,1,2304.0,1,1,4
13081,2,2,2304.0,1,1,4
13082,2,2,2304.0,1,1,4
13083,2,2,2304.0,1,1,4
13084,1,1,6000.0,1,1,4
13085,1,1,2400.0,1,1,4
13086,1,1,19200.0,1,1,4
13087,1,1,12000.0,1,1,4
13088,1,1,18000.0,1,1,4
13089,1,1,1200.0,1,1,4
13090,1,1,13200.0,1,1,4
13091,1,1,1200.0,1,1,4
13092,1,1,14400.0,1,1,4
13093,1,1,19200.0,1,1,4
13094,1,1,7200.0,1,1,4
13095,1,1,10800.0,1,1,4
13096,1,1,20400.0,1,1,4
13097,1,1,12000.0,1,1,4
13098,1,1,20400.0,1,1,4
13099,1,1,16800.0,1,1,4
13100,1,1,2400.0,1,1,4
13101,1,1,2400.0,1,1,4
13102,1,1,20400.0,1,1,4
13103,1,1,14400.0,1,1,4
13104,2,2,2448.0,1,1,4
13105,1,1,20400.0,1,1,4
13106,1,1,20400.0,1,1,4
13107,1,1,20400.0,1,1,4
13108,1,1,20400.0,1,1,4
13109,1,1,20400.0,1,1,4
13110,1,1,20400.0,1,1,4
13111,1,1,20400.0,1,1,4
13112,1,1,20400.0,1,1,4
13113,1,1,20400.0,1,1,4
13114,1,1,20400.0,1,1,4
13115,1,1,20400.0,1,1,4
13116,1,1,20400.0,1,1,4
13117,1,1,20400.0,1,1,4
13118,1,1,2448.0,1,1,4
13119,2,2,2448.0,1,1,4
13120,1,1,2448.0,1,1,4
13121,1,1,1200.0,1,1,4
13122,1,1,19200.0,1,1,4
13123,1,1,16800.0,1,1,4
13124,1,1,18000.0,1,1,4
13125,1,1,2400.0,1,1,4
13126,1,1,21600.0,1,1,4
13127,1,1,21600.0,1,1,4
13128,1,1,21600.0,1,1,4
13129,1,1,19200.0,1,1,4
13130,1,1,15600.0,1,1,4
13131,1,1,18000.0,1,1,4
13132,1,1,20400.0,1,1,4
13133,1,1,8400.0,1,1,4
13134,1,1,8400.0,1,1,4
13135,1,1,21600.0,1,1,4
13136,1,1,1200.0,1,1,4
13137,1,1,30000.0,1,1,4
13138,1,1,12000.0,1,1,4
13139,1,1,12000.0,1,1,4
13140,1,1,15600.0,1,1,4
13141,1,1,18000.0,1,1,4
13142,1,1,2400.0,1,1,4
13143,1,1,21600.0,1,1,4
13144,1,1,21600.0,1,1,4
13145,1,1,21600.0,1,1,4
