,experience_level,employment_type,salary_in_usd,company_location_fact,employee_residence_fact,job_title_fact
4314,1,1,26400.0,1,1,4
4315,1,1,2400.0,1,1,4
4316,1,1,9600.0,1,1,4
4317,1,1,3744.0,1,1,4
4318,1,1,3744.0,1,1,4
4319,1,1,3600.0,1,1,4
4320,1,1,8400.0,1,1,4
4321,1,1,8400.0,1,1,4
4322,1,1,10800.0,1,1,4
4323,1,1,4800.0,1,1,4
4324,1,1,2304.0,1,1,4
4325,1,1,1440.0,1,1,4
4326,1,1,4800.0,1,1,4
4327,1,1,2400.0,1,1,4
4328,1,1,3024.0,1,1,4
4329,1,1,4032.0,1,1,4
4330,1,1,2736.0,1,1,4
4331,1,1,4800.0,1,1,4
4332,1,1,13200.0,1,1,4
4333,1,1,37200.0,1,1,4
4334,1,1,2592.0,1,1,4
4335,1,1,1872.0,1,1,4
4336,1,1,6000.0,1,1,4
4337,1,1,4464.0,1,1,4
4338,1,1,3600.0,1,1,4
4339,1,1,1152.0,1,1,4
4340,1,1,9600.0,1,1,4
4341,1,1,3600.0,1,1,4
4342,1,1,1200.0,1,1,4
4343,1,1,3600.0,1,1,4
4344,1,1,14400.0,1,1,4
4345,1,1,12000.0,1,1,4
4346,1,1,1440.0,1,1,4
4347,1,1,4800.0,1,1,4
4348,1,1,4320.0,1,1,4
4349,1,1,10800.0,1,1,4
4350,1,1,3600.0,1,1,4
4351,1,1,2400.0,1,1,4
4352,1,1,2016.0,1,1,4
4353,1,1,4176.0,1,1,4
4354,1,1,10800.0,1,1,4
4355,1,1,2304.0,1,1,4
4356,1,1,7200.0,1,1,4
4357,1,1,4608.0,1,1,4
4358,1,1,10800.0,1,1,4
4359,1,1,2736.0,1,1,4
4360,1,1,16800.0,1,1,4
4361,1,1,3600.0,1,1,4
4362,1,1,4800.0,1,1,4
4363,1,1,10800.0,1,1,4
4364,1,1,6000.0,1,1,4
4365,2,2,720.0,1,1,4
4366,1,1,4800.0,1,1,4
4367,2,2,2160.0,1,1,4
4368,1,1,2160.0,1,1,4
4369,1,1,4320.0,1,1,4
4370,2,2,1440.0,1,1,4
4371,1,1,6000.0,1,1,4
4372,2,2,4032.0,1,1,4
4373,1,1,9504.0,1,1,4
4374,1,1,6000.0,1,1,4
4375,1,1,31200.0,1,1,4
4376,1,1,6192.0,1,1,4
4377,1,1,9600.0,1,1,4
4378,1,1,2736.0,1,1,4
4379,2,2,6000.0,1,1,4
4380,2,2,12000.0,1,1,4
4381,1,1,12000.0,1,1,4
4382,1,1,12000.0,1,1,4
4383,1,1,4800.0,1,1,4
4384,1,1,6000.0,1,1,4
4385,1,1,3456.0,1,1,4
4386,1,1,11088.0,1,1,4
4387,1,1,3600.0,1,1,4
4388,1,1,28800.0,1,1,4
4389,1,1,2736.0,1,1,4
4390,1,1,8400.0,1,1,4
4391,1,1,13824.0,1,1,4
4392,2,2,3888.0,1,1,4
4393,1,1,8400.0,1,1,4
4394,1,1,2016.0,1,1,4
4395,1,1,2880.0,1,1,4
4396,1,1,10944.0,1,1,4
4397,1,1,7056.0,1,1,4
4398,1,1,2400.0,1,1,4
4399,1,1,10800.0,1,1,4
4400,1,1,3600.0,1,1,4
4401,1,1,12000.0,1,1,4
4402,2,2,3744.0,1,1,4
4403,1,1,4896.0,1,1,4
4404,1,1,18000.0,1,1,4
4405,2,2,4896.0,1,1,4
4406,1,1,4800.0,1,1,4
4407,1,1,6000.0,1,1,4
4408,1,1,3456.0,1,1,4
4409,3,3,13824.0,1,1,4
4410,1,1,5040.0,1,1,4
4411,1,1,3600.0,1,1,4
4412,1,1,3600.0,1,1,4
4413,1,1,15600.0,1,1,4
4414,1,1,5472.0,1,1,4
4415,1,1,3600.0,1,1,4
4416,1,1,12000.0,1,1,4
4417,1,1,9600.0,1,1,4
4418,2,2,2160.0,1,1,4
4419,1,1,21600.0,1,1,4
4420,1,1,6000.0,1,1,4
4421,1,1,7200.0,1,1,4
4422,1,1,4464.0,1,1,4
4423,1,1,10368.0,1,1,4
4424,2,2,3456.0,1,1,4
4425,2,2,3600.0,1,1,4
4426,2,2,1008.0,1,1,4
4427,1,1,1728.0,1,1,4
4428,1,1,3600.0,1,1,4
4429,1,1,26400.0,1,1,4
4430,1,1,7200.0,1,1,4
4431,1,1,10800.0,1,1,4
4432,1,1,9600.0,1,1,4
4433,1,1,4176.0,1,1,4
4434,1,1,19200.0,1,1,4
4435,1,1,5616.0,1,1,4
4436,1,1,3024.0,1,1,4
4437,2,2,1152.0,1,1,4
4438,2,2,2160.0,1,1,4
4439,2,2,3600.0,1,1,4
4440,2,2,4176.0,1,1,4
4441,1,1,4320.0,1,1,4
4442,1,1,9216.0,1,1,4
4443,1,1,15600.0,1,1,4
4444,1,1,3456.0,1,1,4
4445,1,1,6000.0,1,1,4
4446,1,1,4800.0,1,1,4
4447,2,2,12000.0,1,1,4
4448,2,2,1728.0,1,1,4
4449,1,1,8400.0,1,1,4
4450,2,2,1728.0,1,1,4
4451,2,2,2880.0,1,1,4
4452,1,1,5184.0,1,1,4
4453,2,2,6000.0,1,1,4
4454,1,1,4032.0,1,1,4
4455,1,1,6000.0,1,1,4
4456,1,1,6000.0,1,1,4
4457,1,1,8400.0,1,1,4
4458,1,1,3888.0,1,1,4
4459,1,1,8400.0,1,1,4
4460,2,2,1440.0,1,1,4
4461,1,1,7632.0,1,1,4
4462,2,2,4800.0,1,1,4
4463,1,1,4176.0,1,1,4
4464,2,2,2400.0,1,1,4
4465,1,1,5616.0,1,1,4
4466,2,2,2736.0,1,1,4
4467,1,1,3024.0,1,1,4
4468,2,2,1440.0,1,1,4
4469,1,1,3600.0,1,1,4
4470,2,2,2160.0,1,1,4
4471,1,1,8784.0,1,1,4
4472,1,1,2736.0,1,1,4
4473,2,2,1152.0,1,1,4
4474,1,1,8400.0,1,1,4
4475,1,1,1296.0,1,1,4
4476,1,1,25200.0,1,1,4
4477,1,1,4800.0,1,1,4
4478,1,1,7632.0,1,1,4
4479,1,1,5760.0,1,1,4
4480,1,1,7200.0,1,1,4
4481,1,1,1200.0,1,1,4
4482,1,1,4800.0,1,1,4
4483,1,1,2016.0,1,1,4
4484,1,1,14400.0,1,1,4
4485,2,2,2160.0,1,1,4
4486,1,1,2400.0,1,1,4
4487,1,1,7200.0,1,1,4
4488,1,1,4800.0,1,1,4
4489,1,1,3600.0,1,1,4
4490,2,2,1152.0,1,1,4
4491,2,2,1440.0,1,1,4
4492,1,1,1728.0,1,1,4
4493,1,1,2592.0,1,1,4
4494,1,1,6000.0,1,1,4
4495,1,1,2400.0,1,1,4
4496,2,2,2304.0,1,1,4
4497,1,1,26400.0,1,1,4
4498,1,1,8400.0,1,1,4
4499,2,2,2016.0,1,1,4
4500,1,1,12000.0,1,1,4
4501,1,1,6000.0,1,1,4
4502,1,1,9648.0,1,1,4
4503,1,1,4800.0,1,1,4
4504,1,1,14400.0,1,1,4
4505,1,1,4800.0,1,1,4
4506,1,1,2160.0,1,1,4
4507,1,1,7200.0,1,1,4
4508,1,1,18000.0,1,1,4
4509,1,1,1584.0,1,1,4
4510,1,1,2433.024,1,1,4
4511,1,1,8400.0,1,1,4
4512,1,1,3600.0,1,1,4
4513,2,2,2016.0,1,1,4
4514,1,1,7200.0,1,1,4
4515,2,2,432.0,1,1,4
4516,1,1,4800.0,1,1,4
4517,1,1,5472.0,1,1,4
4518,1,1,6000.0,1,1,4
4519,1,1,6768.0,1,1,4
4520,1,1,7200.0,1,1,4
4521,2,2,720.0,1,1,4
4522,1,1,2736.0,1,1,4
4523,1,1,6048.0,1,1,4
4524,1,1,4800.0,1,1,4
4525,1,1,14400.0,1,1,4
4526,1,1,6000.0,1,1,4
4527,1,1,4176.0,1,1,4
4528,1,1,6000.0,1,1,4
4529,1,1,2400.0,1,1,4
4530,2,2,1584.0,1,1,4
4531,1,1,3600.0,1,1,4
4532,2,2,1152.0,1,1,4
4533,2,2,864.0,1,1,4
4534,1,1,3744.0,1,1,4
4535,1,1,13200.0,1,1,4
4536,1,1,6480.0,1,1,4
4537,1,1,4320.0,1,1,4
4538,1,1,3600.0,1,1,4
4539,1,1,2400.0,1,1,4
4540,1,1,1200.0,1,1,4
4541,1,1,3600.0,1,1,4
4542,1,1,4800.0,1,1,4
4543,1,1,7200.0,1,1,4
4544,1,1,8400.0,1,1,4
4545,1,1,7200.0,1,1,4
4546,1,1,4800.0,1,1,4
4547,1,1,4032.0,1,1,4
4548,1,1,3600.0,1,1,4
4549,1,1,2400.0,1,1,4
4550,1,1,3456.0,1,1,4
4551,1,1,1728.0,1,1,4
4552,2,2,1584.0,1,1,4
4553,2,2,3600.0,1,1,4
4554,1,1,10800.0,1,1,4
4555,1,1,4800.0,1,1,4
4556,1,1,4800.0,1,1,4
4557,2,2,10800.0,1,1,4
4558,2,2,1200.0,1,1,4
4559,1,1,4800.0,1,1,4
4560,2,2,1440.0,1,1,4
4561,2,2,4032.0,1,1,4
4562,1,1,8400.0,1,1,4
4563,1,1,8400.0,1,1,4
4564,1,1,12000.0,1,1,4
4565,1,1,4176.0,1,1,4
4566,1,1,4800.0,1,1,4
4567,1,1,7200.0,1,1,4
4568,1,1,6000.0,1,1,4
4569,2,2,1440.0,1,1,4
4570,1,1,12000.0,1,1,4
4571,2,2,354.81600000000003,1,1,4
4572,1,1,4320.0,1,1,4
4573,2,2,576.0,1,1,4
4574,1,1,3600.0,1,1,4
4575,1,1,4800.0,1,1,4
4576,1,1,4800.0,1,1,4
4577,1,1,4320.0,1,1,4
4578,1,1,3456.0,1,1,4
4579,2,2,2400.0,1,1,4
4580,1,1,3744.0,1,1,4
4581,1,1,6000.0,1,1,4
4582,1,1,3456.0,1,1,4
4583,2,2,720.0,1,1,4
4584,2,2,1440.0,1,1,4
4585,2,2,1152.0,1,1,4
4586,2,2,2592.0,1,1,4
4587,1,1,6000.0,1,1,4
4588,1,1,3024.0,1,1,4
4589,1,1,10800.0,1,1,4
4590,1,1,7776.0,1,1,4
4591,1,1,2400.0,1,1,4
4592,1,1,3456.0,1,1,4
4593,1,1,4800.0,1,1,4
4594,1,1,6000.0,1,1,4
4595,2,2,2016.0,1,1,4
4596,1,1,4176.0,1,1,4
4597,1,1,3600.0,1,1,4
4598,1,1,5472.0,1,1,4
4599,1,1,6000.0,1,1,4
4600,1,1,7200.0,1,1,4
4601,1,1,10800.0,1,1,4
4602,2,2,720.0,1,1,4
4603,1,1,1200.0,1,1,4
4604,1,1,50400.0,1,1,4
4605,1,1,2304.0,1,1,4
4606,1,1,10800.0,1,1,4
4607,1,1,6000.0,1,1,4
4608,1,1,2016.0,1,1,4
4609,1,1,2304.0,1,1,4
4610,1,1,4800.0,1,1,4
4611,1,1,2736.0,1,1,4
4612,1,1,7200.0,1,1,4
4613,2,2,1728.0,1,1,4
4614,1,1,2880.0,1,1,4
4615,1,1,16800.0,1,1,4
4616,1,1,1200.0,1,1,4
4617,1,1,37200.0,1,1,4
4618,1,1,3600.0,1,1,4
4619,1,1,3168.0,1,1,4
4620,1,1,2880.0,1,1,4
4621,1,1,3312.0,1,1,4
4622,1,1,2736.0,1,1,4
4623,1,1,1872.0,1,1,4
4624,1,1,3024.0,1,1,4
4625,1,1,1728.0,1,1,4
4626,1,1,2448.0,1,1,4
4627,1,1,2400.0,1,1,4
4628,1,1,30000.0,1,1,4
4629,1,1,4800.0,1,1,4
4630,1,1,4032.0,1,1,4
4631,1,1,18000.0,1,1,4
4632,2,2,3456.0,1,1,4
4633,1,1,6000.0,1,1,4
4634,1,1,27600.0,1,1,4
4635,1,1,32400.0,1,1,4
4636,2,2,6048.0,1,1,4
4637,1,1,2304.0,1,1,4
4638,1,1,8400.0,1,1,4
4639,2,2,4320.0,1,1,4
4640,1,1,12000.0,1,1,4
4641,1,1,6000.0,1,1,4
4642,1,1,15600.0,1,1,4
4643,1,1,18000.0,1,1,4
4644,2,2,3600.0,1,1,4
4645,1,1,19200.0,1,1,4
4646,1,1,16800.0,1,1,4
4647,1,1,32400.0,1,1,4
4648,1,1,1200.0,1,1,4
4649,2,2,1872.0,1,1,4
4650,2,2,1440.0,1,1,4
4651,1,1,2400.0,1,1,4
4652,2,2,2016.0,1,1,4
4653,1,1,10800.0,1,1,4
4654,2,2,2400.0,1,1,4
4655,1,1,8400.0,1,1,4
4656,1,1,1440.0,1,1,4
4657,2,2,2160.0,1,1,4
4658,2,2,3600.0,1,1,4
4659,1,1,10800.0,1,1,4
4660,2,2,2400.0,1,1,4
4661,1,1,25200.0,1,1,4
4662,2,2,3456.0,1,1,4
4663,1,1,2400.0,1,1,4
4664,1,1,7200.0,1,1,4
4665,1,1,3456.0,1,1,4
4666,1,1,13200.0,1,1,4
4667,1,1,28800.0,1,1,4
4668,1,1,4608.0,1,1,4
4669,2,2,2736.0,1,1,4
4670,1,1,12000.0,1,1,4
4671,1,1,4800.0,1,1,4
4672,1,1,7200.0,1,1,4
4673,1,1,8400.0,1,1,4
4674,2,2,1200.0,1,1,4
4675,1,1,4800.0,1,1,4
4676,1,1,6000.0,1,1,4
4677,1,1,1200.0,1,1,4
4678,2,2,2880.0,1,1,4
4679,1,1,19200.0,1,1,4
4680,2,2,2160.0,1,1,4
4681,2,2,3600.0,1,1,4
4682,1,1,10800.0,1,1,4
4683,1,1,9600.0,1,1,4
4684,1,1,19200.0,1,1,4
4685,1,1,9600.0,1,1,4
4686,1,1,14400.0,1,1,4
4687,1,1,28800.0,1,1,4
4688,1,1,7200.0,1,1,4
4689,1,1,21600.0,1,1,4
4690,1,1,10800.0,1,1,4
4691,1,1,1200.0,1,1,4
4692,1,1,12000.0,1,1,4
4693,1,1,16800.0,1,1,4
4694,1,1,4464.0,1,1,4
4695,1,1,13824.0,1,1,4
4696,1,1,14400.0,1,1,4
4697,1,1,1440.0,1,1,4
4698,1,1,11808.0,1,1,4
4699,1,1,8400.0,1,1,4
4700,1,1,18000.0,1,1,4
4701,1,1,3600.0,1,1,4
4702,2,2,3456.0,1,1,4
4703,1,1,3600.0,1,1,4
4704,2,2,2736.0,1,1,4
4705,1,1,4608.0,1,1,4
4706,1,1,21600.0,1,1,4
4707,1,1,2016.0,1,1,4
4708,2,2,3456.0,1,1,4
4709,1,1,10800.0,1,1,4
4710,1,1,6000.0,1,1,4
4711,1,1,40800.0,1,1,4
4712,1,1,14400.0,1,1,4
4713,1,1,2400.0,1,1,4
4714,2,2,3600.0,1,1,4
4715,1,1,16800.0,1,1,4
4716,1,1,14400.0,1,1,4
4717,2,2,3600.0,1,1,4
4718,1,1,10800.0,1,1,4
4719,1,1,16800.0,1,1,4
4720,1,1,14400.0,1,1,4
4721,2,2,2880.0,1,1,4
4722,1,1,12000.0,1,1,4
4723,1,1,15600.0,1,1,4
4724,2,2,2016.0,1,1,4
4725,1,1,4752.0,1,1,4
4726,1,1,14400.0,1,1,4
4727,1,1,6000.0,1,1,4
4728,1,1,18000.0,1,1,4
4729,1,1,7200.0,1,1,4
4730,1,1,4800.0,1,1,4
4731,1,1,6000.0,1,1,4
4732,2,2,1008.0,1,1,4
4733,1,1,25200.0,1,1,4
4734,1,1,10800.0,1,1,4
4735,1,1,3888.0,1,1,4
4736,1,1,2400.0,1,1,4
4737,1,1,2400.0,1,1,4
4738,1,1,6000.0,1,1,4
4739,1,1,6000.0,1,1,4
4740,1,1,16800.0,1,1,4
4741,1,1,7200.0,1,1,4
4742,1,1,28800.0,1,1,4
4743,3,3,10800.0,1,1,4
4744,1,1,14400.0,1,1,4
4745,1,1,4800.0,1,1,4
4746,1,1,6000.0,1,1,4
4747,1,1,3600.0,1,1,4
4748,1,1,2400.0,1,1,4
4749,3,3,3168.0,1,1,4
4750,1,1,12000.0,1,1,4
4751,1,1,12240.0,1,1,4
4752,1,1,2400.0,1,1,4
4753,1,1,1200.0,1,1,4
4754,1,1,12000.0,1,1,4
4755,1,1,13200.0,1,1,4
4756,1,1,13200.0,1,1,4
4757,1,1,9600.0,1,1,4
4758,1,1,6000.0,1,1,4
4759,1,1,9600.0,1,1,4
4760,1,1,8400.0,1,1,4
4761,1,1,8400.0,1,1,4
4762,1,1,7200.0,1,1,4
4763,1,1,12000.0,1,1,4
4764,1,1,6000.0,1,1,4
4765,1,1,13200.0,1,1,4
4766,1,1,18000.0,1,1,4
4767,1,1,14400.0,1,1,4
4768,1,1,8400.0,1,1,4
4769,1,1,24000.0,1,1,4
4770,1,1,24000.0,1,1,4
4771,1,1,14400.0,1,1,4
4772,1,1,6048.0,1,1,4
4773,1,1,12000.0,1,1,4
4774,1,1,6000.0,1,1,4
4775,1,1,1200.0,1,1,4
4776,1,1,4800.0,1,1,4
4777,1,1,2304.0,1,1,4
4778,1,1,2400.0,1,1,4
4779,1,1,6000.0,1,1,4
4780,1,1,9600.0,1,1,4
4781,1,1,1728.0,1,1,4
4782,1,1,7200.0,1,1,4
4783,1,1,6000.0,1,1,4
4784,1,1,3600.0,1,1,4
4785,1,1,7200.0,1,1,4
4786,1,1,4800.0,1,1,4
4787,1,1,8928.0,1,1,4
4788,1,1,9648.0,1,1,4
4789,1,1,1200.0,1,1,4
4790,1,1,5040.0,1,1,4
4791,1,1,3456.0,1,1,4
4792,1,1,19200.0,1,1,4
4793,1,1,4800.0,1,1,4
4794,1,1,6000.0,1,1,4
4795,1,1,4800.0,1,1,4
4796,1,1,2880.0,1,1,4
4797,1,1,4608.0,1,1,4
4798,3,3,6480.0,1,1,4
4799,1,1,14400.0,1,1,4
4800,1,1,13200.0,1,1,4
4801,1,1,6000.0,1,1,4
4802,1,1,1200.0,1,1,4
4803,1,1,10944.0,1,1,4
4804,1,1,10800.0,1,1,4
4805,1,1,3600.0,1,1,4
4806,1,1,3600.0,1,1,4
4807,1,1,8400.0,1,1,4
4808,1,1,9600.0,1,1,4
4809,1,1,4800.0,1,1,4
4810,1,1,4608.0,1,1,4
4811,1,1,8400.0,1,1,4
4812,1,1,10800.0,1,1,4
4813,1,1,26400.0,1,1,4
4814,1,1,22800.0,1,1,4
4815,1,1,1200.0,1,1,4
4816,1,1,27600.0,1,1,4
4817,1,1,6000.0,1,1,4
4818,1,1,9600.0,1,1,4
4819,1,1,8400.0,1,1,4
4820,1,1,3600.0,1,1,4
4821,1,1,6000.0,1,1,4
4822,1,1,4800.0,1,1,4
4823,1,1,34800.0,1,1,4
4824,1,1,22800.0,1,1,4
4825,1,1,2880.0,1,1,4
4826,1,1,4800.0,1,1,4
4827,1,1,2400.0,1,1,4
4828,3,3,8400.0,1,1,4
4829,1,1,6336.0,1,1,4
4830,1,1,14400.0,1,1,4
4831,1,1,7200.0,1,1,4
4832,1,1,4800.0,1,1,4
4833,1,1,7200.0,1,1,4
4834,1,1,22800.0,1,1,4
4835,1,1,16800.0,1,1,4
4836,1,1,16800.0,1,1,4
4837,1,1,9600.0,1,1,4
4838,1,1,13200.0,1,1,4
4839,1,1,2016.0,1,1,4
4840,1,1,32400.0,1,1,4
4841,1,1,6912.0,1,1,4
4842,1,1,22800.0,1,1,4
4843,1,1,24000.0,1,1,4
4844,1,1,6000.0,1,1,4
4845,1,1,1200.0,1,1,4
4846,1,1,2736.0,1,1,4
4847,1,1,2736.0,1,1,4
4848,1,1,4800.0,1,1,4
4849,1,1,4800.0,1,1,4
4850,1,1,5184.0,1,1,4
4851,1,1,8064.0,1,1,4
4852,1,1,13200.0,1,1,4
4853,3,3,8400.0,1,1,4
4854,3,3,13200.0,1,1,4
4855,1,1,6000.0,1,1,4
4856,1,1,2016.0,1,1,4
4857,1,1,9600.0,1,1,4
4858,1,1,6000.0,1,1,4
4859,3,3,6000.0,1,1,4
4860,1,1,2160.0,1,1,4
4861,1,1,2400.0,1,1,4
4862,1,1,5616.0,1,1,4
4863,1,1,4800.0,1,1,4
4864,1,1,6000.0,1,1,4
4865,1,1,12000.0,1,1,4
4866,1,1,22800.0,1,1,4
4867,1,1,8400.0,1,1,4
4868,1,1,24000.0,1,1,4
4869,1,1,24000.0,1,1,4
4870,1,1,4800.0,1,1,4
4871,1,1,15600.0,1,1,4
4872,1,1,14400.0,1,1,4
4873,1,1,1200.0,1,1,4
4874,1,1,2400.0,1,1,4
4875,1,1,3456.0,1,1,4
4876,1,1,13200.0,1,1,4
4877,1,1,7200.0,1,1,4
4878,1,1,48000.0,1,1,4
4879,1,1,12000.0,1,1,4
4880,1,1,2400.0,1,1,4
4881,1,1,4800.0,1,1,4
4882,1,1,8400.0,1,1,4
4883,1,1,21600.0,1,1,4
4884,1,1,8400.0,1,1,4
4885,1,1,12000.0,1,1,4
4886,1,1,13200.0,1,1,4
4887,1,1,2160.0,1,1,4
4888,1,1,7200.0,1,1,4
4889,3,3,2534.4,1,1,4
4890,1,1,8400.0,1,1,4
4891,1,1,6000.0,1,1,4
4892,3,3,2400.0,1,1,4
4893,1,1,4464.0,1,1,4
4894,1,1,6000.0,1,1,4
4895,1,1,16800.0,1,1,4
4896,1,1,10512.0,1,1,4
4897,1,1,7200.0,1,1,4
4898,1,1,14400.0,1,1,4
4899,1,1,6000.0,1,1,4
4900,1,1,10800.0,1,1,4
4901,1,1,3600.0,1,1,4
4902,1,1,8928.0,1,1,4
4903,1,1,14112.0,1,1,4
4904,1,1,12000.0,1,1,4
4905,1,1,10800.0,1,1,4
4906,1,1,20400.0,1,1,4
4907,1,1,14400.0,1,1,4
4908,1,1,6000.0,1,1,4
4909,1,1,12000.0,1,1,4
4910,1,1,7200.0,1,1,4
4911,1,1,7200.0,1,1,4
4912,1,1,21600.0,1,1,4
4913,1,1,6000.0,1,1,4
4914,1,1,13104.0,1,1,4
4915,1,1,5472.0,1,1,4
4916,1,1,24000.0,1,1,4
4917,1,1,10800.0,1,1,4
4918,1,1,12000.0,1,1,4
4919,1,1,10800.0,1,1,4
4920,1,1,1872.0,1,1,4
4921,1,1,15600.0,1,1,4
4922,1,1,3744.0,1,1,4
4923,1,1,14400.0,1,1,4
4924,3,3,7200.0,1,1,4
4925,1,1,9600.0,1,1,4
4926,1,1,14400.0,1,1,4
4927,1,1,13200.0,1,1,4
4928,1,1,6000.0,1,1,4
4929,1,1,12000.0,1,1,4
4930,1,1,19200.0,1,1,4
4931,1,1,26400.0,1,1,4
4932,1,1,37200.0,1,1,4
4933,1,1,16800.0,1,1,4
4934,1,1,5472.0,1,1,4
4935,1,1,12000.0,1,1,4
4936,1,1,8400.0,1,1,4
4937,1,1,8400.0,1,1,4
4938,1,1,19200.0,1,1,4
4939,1,1,3888.0,1,1,4
4940,1,1,3600.0,1,1,4
4941,1,1,12000.0,1,1,4
4942,1,1,8400.0,1,1,4
4943,1,1,3600.0,1,1,4
4944,1,1,19200.0,1,1,4
4945,1,1,8400.0,1,1,4
4946,1,1,4800.0,1,1,4
4947,1,1,9072.0,1,1,4
4948,2,2,2448.0,1,1,4
4949,1,1,5328.0,1,1,4
4950,1,1,12000.0,1,1,4
4951,1,1,3600.0,1,1,4
4952,1,1,14400.0,1,1,4
4953,1,1,2736.0,1,1,4
4954,1,1,10800.0,1,1,4
4955,1,1,6000.0,1,1,4
4956,1,1,2400.0,1,1,4
4957,3,3,3600.0,1,1,4
4958,1,1,8400.0,1,1,4
4959,1,1,4176.0,1,1,4
4960,1,1,9600.0,1,1,4
4961,1,1,10800.0,1,1,4
4962,2,2,2400.0,1,1,4
4963,1,1,13200.0,1,1,4
4964,1,1,24000.0,1,1,4
4965,1,1,28800.0,1,1,4
4966,1,1,4032.0,1,1,4
4967,1,1,12000.0,1,1,4
4968,1,1,1728.0,1,1,4
4969,1,1,10800.0,1,1,4
4970,1,1,7200.0,1,1,4
4971,1,1,4800.0,1,1,4
4972,1,1,6000.0,1,1,4
4973,1,1,2016.0,1,1,4
4974,1,1,6000.0,1,1,4
4975,1,1,3600.0,1,1,4
4976,1,1,7200.0,1,1,4
4977,1,1,3600.0,1,1,4
4978,1,1,1200.0,1,1,4
4979,1,1,14400.0,1,1,4
4980,1,1,4896.0,1,1,4
4981,1,1,7200.0,1,1,4
4982,1,1,7200.0,1,1,4
4983,1,1,18000.0,1,1,4
4984,1,1,19200.0,1,1,4
4985,1,1,3600.0,1,1,4
4986,1,1,6000.0,1,1,4
4987,1,1,13200.0,1,1,4
4988,1,1,1200.0,1,1,4
4989,1,1,8208.0,1,1,4
4990,1,1,7200.0,1,1,4
4991,1,1,15600.0,1,1,4
4992,1,1,15600.0,1,1,4
4993,1,1,12000.0,1,1,4
4994,3,3,6000.0,1,1,4
4995,1,1,10800.0,1,1,4
4996,1,1,12000.0,1,1,4
4997,1,1,8400.0,1,1,4
4998,1,1,6000.0,1,1,4
4999,1,1,4800.0,1,1,4
5000,1,1,4800.0,1,1,4
5001,1,1,27600.0,1,1,4
5002,1,1,7200.0,1,1,4
5003,1,1,7200.0,1,1,4
5004,1,1,5040.0,1,1,4
5005,1,1,6000.0,1,1,4
5006,3,3,4800.0,1,1,4
5007,1,1,4800.0,1,1,4
5008,1,1,4800.0,1,1,4
5009,1,1,5616.0,1,1,4
5010,1,1,16800.0,1,1,4
5011,1,1,4800.0,1,1,4
5012,1,1,6000.0,1,1,4
5013,1,1,7200.0,1,1,4
5014,1,1,9216.0,1,1,4
5015,1,1,33600.0,1,1,4
5016,1,1,6000.0,1,1,4
5017,1,1,13968.0,1,1,4
5018,1,1,21600.0,1,1,4
5019,1,1,27600.0,1,1,4
5020,1,1,19200.0,1,1,4
5021,1,1,9600.0,1,1,4
5022,1,1,9600.0,1,1,4
5023,1,1,15600.0,1,1,4
5024,1,1,12000.0,1,1,4
5025,1,1,12000.0,1,1,4
5026,1,1,12000.0,1,1,4
5027,1,1,14400.0,1,1,4
5028,1,1,8400.0,1,1,4
5029,1,1,12000.0,1,1,4
5030,1,1,12000.0,1,1,4
5031,1,1,2016.0,1,1,4
5032,1,1,14400.0,1,1,4
5033,1,1,2400.0,1,1,4
5034,1,1,10800.0,1,1,4
5035,1,1,27600.0,1,1,4
5036,1,1,13200.0,1,1,4
5037,1,1,5040.0,1,1,4
5038,1,1,16800.0,1,1,4
5039,1,1,10800.0,1,1,4
5040,1,1,16800.0,1,1,4
5041,1,1,7200.0,1,1,4
5042,1,1,6480.0,1,1,4
5043,1,1,20400.0,1,1,4
5044,1,1,9648.0,1,1,4
5045,1,1,19200.0,1,1,4
5046,1,1,6000.0,1,1,4
5047,1,1,26400.0,1,1,4
5048,1,1,18000.0,1,1,4
5049,1,1,8400.0,1,1,4
5050,1,1,6000.0,1,1,4
5051,1,1,12000.0,1,1,4
5052,1,1,15600.0,1,1,4
5053,1,1,8400.0,1,1,4
5054,1,1,12000.0,1,1,4
5055,1,1,92400.0,1,1,4
5056,1,1,9600.0,1,1,4
5057,1,1,8400.0,1,1,4
5058,1,1,16800.0,1,1,4
5059,1,1,13200.0,1,1,4
5060,1,1,7200.0,1,1,4
5061,1,1,10800.0,1,1,4
5062,1,1,2400.0,1,1,4
5063,3,3,5328.0,1,1,4
5064,1,1,9600.0,1,1,4
5065,3,3,7200.0,1,1,4
5066,1,1,4800.0,1,1,4
5067,1,1,24000.0,1,1,4
5068,1,1,32400.0,1,1,4
5069,3,3,7920.0,1,1,4
5070,1,1,12096.0,1,1,4
5071,1,1,15600.0,1,1,4
5072,1,1,3600.0,1,1,4
5073,1,1,5184.0,1,1,4
5074,1,1,7200.0,1,1,4
5075,3,3,6000.0,1,1,4
5076,1,1,15600.0,1,1,4
5077,1,1,27600.0,1,1,4
5078,1,1,120000.0,1,1,4
5079,1,1,1872.0,1,1,4
5080,1,1,13200.0,1,1,4
5081,1,1,7200.0,1,1,4
5082,1,1,10800.0,1,1,4
5083,1,1,4800.0,1,1,4
5084,3,3,8400.0,1,1,4
5085,1,1,3600.0,1,1,4
5086,3,3,9600.0,1,1,4
5087,1,1,8400.0,1,1,4
5088,1,1,20400.0,1,1,4
